TOP,MIDDLE,JUNGLE,BOTTOM,UTILITY,OUTCOME,experience,goldspent,baron,champion_kills,dragon,inhibitor,riftHerald,tower,teamId
Olaf,Jayce,Nidalee,Jhin,Nautilus,Win,80831,8200,1,42,3,1,2,9,100
Gnar,Annie,Talon,Xayah,Janna,Lose,65338,71938,0,22,0,0,0,4,200
KSante,Viktor,Volibear,Jinx,Nautilus,Win,33754,31812,0,23,1,0,1,4,200
Jayce,Cassiopeia,Hecarim,Zeri,Rakan,Lose,26937,30172,0,7,0,0,0,0,100
KSante,Viktor,Volibear,Jinx,Gragas,Win,83558,11250,0,56,0,2,0,4,100
Jayce,Cassiopeia,Hecarim,Zeri,TwistedFate,Lose,73909,84509,0,41,0,0,0,0,200
Kennen,Annie,LeeSin,Tristana,Lulu,Win,37601,37244,0,23,0,0,1,2,200
Graves,Zed,Gragas,Jinx,Milio,Lose,32044,35269,0,10,0,0,0,0,100
Kennen,Annie,LeeSin,Tristana,Ezreal,Win,70482,70456,0,48,0,1,0,4,200
Graves,Zed,Gragas,Jinx,Jinx,Lose,59206,72236,0,29,0,0,0,0,100
KSante,Udyr,Kindred,Nilah,Ashe,Win,55357,53962,0,37,3,2,2,10,200
Gangplank,Rumble,Belveth,Samira,Rell,Lose,46237,51162,0,15,0,0,0,1,100
Gragas,Yasuo,Qiyana,Heimerdinger,Pyke,Win,51354,42866,1,29,2,1,1,6,200
Kennen,Leblanc,LeeSin,Varus,Yuumi,Lose,36341,40416,0,11,1,0,1,1,100
Irelia,Viego,FiddleSticks,Jinx,Thresh,Win,92728,8400,1,43,0,1,0,9,100
Gragas,Akshan,Karthus,Aphelios,Milio,Lose,87155,96905,1,31,4,1,2,8,200
Gragas,Zed,Hecarim,Ziggs,Pyke,Win,96097,90638,2,52,3,1,1,5,200
Ryze,Sett,LeeSin,Samira,Rell,Lose,80013,88213,0,26,2,0,1,4,100
Rumble,Irelia,Hecarim,Xayah,Rakan,Win,58683,59373,1,23,2,1,2,8,200
Cassiopeia,Lissandra,Rengar,Aphelios,Pyke,Lose,52598,58748,0,16,1,0,0,0,100
Renekton,Ahri,Kayn,Xayah,Nautilus,Win,57275,53661,1,28,2,2,0,8,200
Gnar,Zed,Elise,Aphelios,Annie,Lose,47186,53196,0,18,1,0,1,4,100
Renekton,Ahri,Kayn,Xayah,Varus,Win,61783,64182,0,44,0,0,0,1,200
Gnar,Zed,Elise,Aphelios,Singed,Lose,54932,61732,0,21,0,0,0,0,100
Garen,Sylas,Shaco,Zeri,Janna,Win,74409,7000,1,36,4,2,2,10,100
Olaf,Akali,Zac,Jinx,Rakan,Lose,58529,65654,1,19,0,0,0,1,200
Garen,Sylas,Shaco,Zeri,Quinn,Win,102405,17100,0,65,0,1,0,3,100
Olaf,Akali,Zac,Jinx,Garen,Lose,89062,100062,0,48,0,0,0,1,200
Kayle,Jax,LeeSin,Jinx,Lulu,Win,33521,5900,0,19,1,0,2,1,100
Jayce,Gragas,Khazix,Lucian,Milio,Lose,33121,36346,0,8,1,0,0,0,200
Sion,Vladimir,LeeSin,Jinx,Soraka,Win,85400,7900,1,34,2,1,1,7,100
Garen,Viktor,Elise,Sivir,Heimerdinger,Lose,77737,86862,0,16,3,3,1,9,200
Neeko,Rumble,Talon,Twitch,Janna,Win,46199,40435,0,29,2,0,1,3,200
Garen,Zed,Evelynn,Draven,Blitzcrank,Lose,35810,40385,0,14,0,0,1,2,100
Mordekaiser,Katarina,Khazix,Varus,Heimerdinger,Win,79025,11725,1,48,4,3,1,10,100
Fiora,Vex,Nidalee,Jhin,Shen,Lose,70521,78746,1,25,1,0,1,2,200
Gragas,Cassiopeia,Nocturne,Aphelios,Milio,Win,65349,53887,1,36,2,1,1,10,200
Rell,Syndra,Graves,Kaisa,Pyke,Lose,47002,52552,0,19,1,0,1,1,100
Garen,Lissandra,DrMundo,Ezreal,Belveth,Win,33676,7850,0,24,2,0,1,3,100
Akshan,Orianna,JarvanIV,Sivir,Thresh,Lose,26567,29242,0,8,0,0,0,0,200
Garen,Lissandra,DrMundo,Ezreal,Vex,Win,138564,146156,0,81,0,2,0,4,200
Akshan,Orianna,JarvanIV,Sivir,Vi,Lose,130806,148306,0,79,0,0,0,1,100
Urgot,Ahri,Vi,Aphelios,Pyke,Win,60561,7700,1,35,4,3,0,11,100
Riven,Gragas,Kindred,Nilah,Yuumi,Lose,47688,52538,0,16,0,0,2,3,200
Poppy,AurelionSol,LeeSin,Zeri,Sona,Win,55235,7925,1,27,3,1,1,8,100
Aatrox,Orianna,Khazix,Jinx,Yuumi,Lose,45376,50446,0,15,0,0,1,2,200
Rengar,Leblanc,Hecarim,Jinx,Swain,Win,32510,3775,0,21,1,0,1,3,100
Olaf,Sylas,Kindred,Xerath,Thresh,Lose,25592,29017,0,7,0,0,0,0,200
KSante,Ahri,Maokai,Jinx,TahmKench,Win,71573,70775,1,22,4,0,0,5,200
Olaf,Jayce,Viego,Karthus,Thresh,Lose,64050,70925,0,18,1,0,2,6,100
Shen,Katarina,Vi,Lucian,Milio,Win,62461,57810,1,37,1,2,0,8,200
Quinn,Zoe,Khazix,Kaisa,Blitzcrank,Lose,51035,56510,0,26,2,0,2,4,100
Kayle,Yone,Khazix,Aphelios,Thresh,Win,78661,8900,2,33,4,3,2,10,100
KSante,Viktor,Sejuani,Jinx,Maokai,Lose,62776,71026,0,13,0,0,0,0,200
Kayle,Yone,Khazix,Aphelios,Senna,Win,109775,17200,0,77,0,1,0,4,100
KSante,Viktor,Sejuani,Jinx,KogMaw,Lose,96888,114618,0,57,0,1,0,2,200
Malphite,Ahri,Hecarim,Ashe,Blitzcrank,Win,34784,4900,0,25,0,0,1,1,100
Jayce,Vex,MasterYi,Aphelios,Twitch,Lose,29169,32744,0,9,1,0,0,1,200
Poppy,Irelia,Nidalee,Jinx,Nautilus,Win,80406,72189,1,40,4,2,0,10,200
Darius,Aatrox,LeeSin,Ezreal,Xerath,Lose,64264,74689,0,19,0,0,2,2,100
Poppy,Irelia,Nidalee,Jinx,Fizz,Win,125076,117309,0,88,0,1,0,4,200
Darius,Aatrox,LeeSin,Ezreal,Viktor,Lose,103124,117059,0,55,0,0,0,0,100
Zac,Syndra,LeeSin,Varus,Nautilus,Win,43971,5500,0,22,1,0,2,3,100
Vayne,Qiyana,Elise,MissFortune,Karma,Lose,37342,43417,0,16,1,0,0,1,200
Fiora,Irelia,LeeSin,Zeri,Yuumi,Win,86357,8575,1,40,1,1,1,8,100
Darius,Yasuo,Gragas,Nilah,Nautilus,Lose,75102,83652,1,27,3,2,1,10,200
Kennen,Leblanc,Khazix,Aphelios,Rakan,Win,81507,78707,2,35,3,3,2,11,200
Nasus,KSante,Taliyah,Jinx,Milio,Lose,70457,76442,0,13,0,0,0,3,100
Rumble,Leblanc,Viego,Tristana,Blitzcrank,Win,23492,17818,0,12,1,1,1,6,200
Renekton,Annie,MonkeyKing,Ezreal,Karma,Lose,14458,15533,0,4,0,0,0,0,100
Ornn,Rumble,Zac,Aphelios,Thresh,Win,54320,5525,1,18,2,2,2,10,100
Jayce,Veigar,LeeSin,Draven,Nautilus,Lose,45148,50523,0,13,2,0,0,0,200
Ornn,Neeko,Elise,Draven,Gragas,Win,55825,53950,1,25,3,1,2,7,200
Olaf,Vex,Kindred,Xayah,Alistar,Lose,47925,53300,0,14,0,0,0,2,100
Olaf,Gragas,Graves,Draven,Janna,Win,56727,47874,1,30,3,0,2,6,200
Malphite,Annie,Talon,KogMaw,Milio,Lose,41849,46824,0,14,0,0,0,0,100
Gwen,Lissandra,Skarner,Jinx,Lulu,Win,82251,88197,1,39,2,1,1,6,200
KSante,Viktor,Hecarim,Aphelios,Swain,Lose,79122,88872,0,39,3,1,1,6,100
KSante,Lissandra,LeeSin,Xayah,Rakan,Win,21961,15111,0,22,0,1,1,6,200
Darius,Heimerdinger,Elise,Jinx,Thresh,Lose,11936,13611,0,5,0,0,0,0,100
Pantheon,Akshan,Neeko,Ashe,Belveth,Win,35435,4200,0,23,2,0,2,4,100
Kayle,Galio,Graves,Aphelios,Milio,Lose,29399,33624,0,13,0,0,0,0,200
Illaoi,Irelia,Nidalee,Jinx,Lulu,Win,60057,7000,1,23,3,2,1,10,100
Malphite,Ahri,JarvanIV,Xayah,Milio,Lose,58111,63686,0,26,0,0,1,1,200
Malphite,Yasuo,Lillia,Aphelios,Milio,Win,71649,67553,1,32,1,2,0,7,200
Shen,Ahri,JarvanIV,Zeri,Yuumi,Lose,60193,67553,0,28,3,0,2,3,100
Teemo,TwistedFate,Amumu,Jinx,Thresh,Win,88863,7775,2,42,3,5,1,11,100
Olaf,Azir,FiddleSticks,Xayah,Rakan,Lose,87326,96326,1,31,1,1,1,6,200
Darius,Ahri,Nunu,Jinx,Senna,Win,33524,5325,0,19,2,0,2,4,100
Olaf,Leblanc,LeeSin,Azir,Lulu,Lose,29066,32551,0,7,0,0,0,1,200
Garen,Ahri,Vi,Jinx,Rell,Win,101762,10000,2,36,2,1,2,8,100
Kled,Akshan,FiddleSticks,KogMaw,Milio,Lose,82498,91748,1,30,3,0,0,4,200
Garen,Ahri,Vi,Jinx,Syndra,Win,96540,12135,0,67,0,1,0,4,100
Kled,Akshan,FiddleSticks,KogMaw,Blitzcrank,Lose,88610,99410,0,44,0,0,0,1,200
Maokai,Orianna,MonkeyKing,Jinx,Nautilus,Win,42951,41847,0,22,1,1,2,8,200
Malphite,Zac,Kindred,Ezreal,Rakan,Lose,36087,41287,0,12,1,0,0,1,100
Olaf,Galio,Nunu,Aphelios,Blitzcrank,Win,34538,32034,0,19,2,0,1,2,200
Jayce,Katarina,MonkeyKing,Jinx,Nautilus,Lose,28209,31659,0,11,0,0,1,2,100
Illaoi,Leblanc,RekSai,Varus,Renata,Win,53288,5525,1,22,3,1,2,8,100
Aatrox,Akali,Sylas,Ezreal,Milio,Lose,44155,50530,0,17,0,0,0,3,200
Ezreal,Yasuo,Gragas,Jinx,Seraphine,Win,35377,4575,0,25,1,0,1,2,100
Jax,Cassiopeia,Blitzcrank,Samira,Thresh,Lose,29219,31994,0,9,0,0,0,0,200
Ezreal,Yasuo,Gragas,Jinx,Alistar,Win,94107,10900,0,45,0,1,0,4,100
Jax,Cassiopeia,Blitzcrank,Samira,Aatrox,Lose,86555,98805,0,38,0,0,0,1,200
Rengar,Vex,LeeSin,Xayah,Annie,Win,33089,6875,0,35,1,1,1,5,100
KSante,Akali,Vi,Samira,Swain,Lose,26834,31859,0,13,0,0,0,0,200
Jayce,Viego,Nidalee,Xayah,Rakan,Win,36100,3425,0,18,2,0,1,5,100
Yone,Malzahar,MonkeyKing,Varus,Blitzcrank,Lose,26170,29020,0,3,0,0,0,0,200
Kayle,Nautilus,Viego,Aphelios,Milio,Win,50750,5650,1,22,1,1,1,8,100
Nasus,Viktor,Graves,Zeri,Lulu,Lose,44048,49548,0,15,2,0,1,1,200
Anivia,LeeSin,Gragas,Zeri,Yuumi,Win,33811,28407,0,18,1,0,1,5,200
Sylas,Illaoi,MonkeyKing,Xayah,Rakan,Lose,24382,27007,0,2,0,0,0,0,100
Quinn,Cassiopeia,Zac,Jinx,Rakan,Win,35834,3135,0,14,1,0,1,2,100
Udyr,KSante,Kindred,Aphelios,Thresh,Lose,29046,34446,0,2,0,0,0,0,200
Rumble,Ahri,Amumu,Samira,Thresh,Win,34173,3425,0,11,1,0,0,1,100
Kayle,Ezreal,Rammus,Ornn,Neeko,Lose,33062,38387,0,11,0,0,1,2,200
Rumble,Ahri,Amumu,Samira,Akali,Win,139835,156612,0,69,0,2,0,4,200
Kayle,Ezreal,Rammus,Ornn,Ezreal,Lose,138762,169397,0,82,0,3,0,4,100
Aatrox,Akali,Amumu,Ezreal,Senna,Win,88815,87835,1,30,5,1,0,7,200
Urgot,Rumble,Maokai,Jhin,Soraka,Lose,78310,85960,1,28,0,2,2,4,100
Renekton,Ekko,Karthus,Jhin,Nautilus,Win,56450,6425,1,39,3,2,2,8,100
Fiora,Yasuo,Gragas,Zeri,Rell,Lose,41783,46758,0,16,0,0,0,0,200
Renekton,Ekko,Karthus,Jhin,Nidalee,Win,97159,12800,0,73,0,2,0,4,100
Fiora,Yasuo,Gragas,Zeri,Sylas,Lose,87638,101788,0,47,0,0,0,2,200
Malphite,Akshan,Sylas,Jinx,Milio,Win,37917,34889,0,21,1,0,1,2,200
Yone,Jayce,Shyvana,Lucian,Nami,Lose,29929,34054,0,4,0,0,0,1,100
Warwick,Azir,Khazix,Draven,Thresh,Win,38876,5805,0,18,2,0,2,3,100
Rengar,Ekko,LeeSin,Jinx,Rakan,Lose,34294,37844,0,10,0,0,0,1,200
Aatrox,Diana,MonkeyKing,Xayah,Rakan,Win,52061,4775,0,26,2,0,1,4,100
Jax,Lux,Gwen,Ezreal,Yuumi,Lose,44101,49486,0,14,1,0,1,0,200
KSante,Diana,Vi,Draven,Rakan,Win,35628,4625,0,20,1,0,2,3,100
Poppy,Ahri,Talon,Jhin,Milio,Lose,26694,29579,0,2,0,0,0,0,200
Vayne,Lissandra,Maokai,Jinx,Yuumi,Win,82285,98323,0,19,0,4,0,10,200
Garen,Leblanc,Nidalee,Ezreal,Karma,Lose,90873,102258,2,35,4,2,2,7,100
KSante,Viktor,Graves,Jhin,Leona,Win,65623,58606,1,38,1,2,1,11,200
Jayce,Pantheon,Zac,Draven,Blitzcrank,Lose,51406,58531,0,29,1,0,1,3,100
Malphite,Yone,Karthus,Ezreal,JarvanIV,Win,66451,61224,1,42,2,4,1,10,200
Riven,Talon,Ekko,Xayah,Rell,Lose,51474,58349,0,22,1,0,1,1,100
Garen,Katarina,Belveth,Jinx,Heimerdinger,Win,0,500,0,0,0,0,0,0,100
Aatrox,Ahri,Graves,Jhin,Taliyah,Lose,61,61,0,0,0,0,0,0,200
Jayce,Syndra,Graves,Jinx,Lulu,Win,61073,7000,1,32,1,2,2,9,100
KSante,Renekton,Nidalee,Aphelios,Thresh,Lose,51021,57296,0,29,1,0,0,2,200
Shen,Sylas,Shaco,Kaisa,Blitzcrank,Win,52740,51336,1,30,1,1,2,7,200
Jax,Yasuo,Gragas,Ezreal,Heimerdinger,Lose,44486,51311,0,22,1,0,0,2,100
Rumble,Zoe,Khazix,Draven,Pyke,Win,80396,9875,1,41,4,1,1,6,100
Olaf,Akali,MasterYi,Jinx,Thresh,Lose,70468,78968,0,33,1,2,1,7,200
Fiora,Anivia,Elise,Caitlyn,Bard,Win,79429,7950,1,37,3,2,1,10,100
Tryndamere,Katarina,Warwick,Jinx,Lux,Lose,65615,73165,0,25,1,0,1,4,200
Jax,Malphite,Nunu,Jinx,MasterYi,Win,67334,12525,1,32,3,3,0,11,100
Kayle,Syndra,Khazix,Kaisa,Blitzcrank,Lose,60663,68588,0,27,1,0,2,4,200
Darius,Lissandra,Warwick,Xayah,Maokai,Win,82446,18490,2,42,3,1,0,5,100
Gragas,Leblanc,Vi,Ezreal,Bard,Lose,73236,81686,0,27,1,0,2,4,200
Renekton,Sylas,Maokai,Jhin,Ashe,Win,63646,8650,1,39,3,1,0,7,100
Singed,Yone,LeeSin,Seraphine,Caitlyn,Lose,51727,59057,0,13,0,0,2,3,200
Kalista,Ahri,Khazix,Ezreal,Braum,Win,79172,69580,2,36,3,1,2,8,200
Aatrox,Sylas,Hecarim,Xayah,Thresh,Lose,63180,70730,0,22,1,0,0,2,100
Rengar,Yasuo,Nidalee,Sivir,Thresh,Win,64019,52411,1,45,3,2,1,10,200
Jayce,Ahri,MasterYi,Kaisa,Nautilus,Lose,44486,49186,0,16,0,0,1,1,100
KSante,Veigar,Poppy,Jinx,Milio,Win,74257,7450,1,26,3,1,1,8,100
Gwen,Annie,Volibear,Zeri,Yuumi,Lose,65627,72087,0,16,0,0,1,3,200
Irelia,Viktor,Khazix,Aphelios,Thresh,Win,65228,7800,0,48,2,2,2,10,100
Camille,Malzahar,Belveth,Ezreal,Yuumi,Lose,58570,67345,1,32,1,0,0,2,200
Rengar,Akshan,Nidalee,Lucian,Yuumi,Win,33104,5810,0,23,1,0,0,3,100
Poppy,Leblanc,Ekko,Jhin,Sona,Lose,26078,28828,0,3,0,0,1,0,200
KSante,Sylas,Viego,Jinx,Karma,Win,68068,68311,1,22,2,1,1,8,200
Gwen,Akshan,Maokai,Aphelios,Milio,Lose,60286,66221,0,18,3,0,1,2,100
Irelia,Viktor,Poppy,Aphelios,Milio,Win,46028,46870,0,33,1,1,1,5,200
KSante,Yone,Nidalee,Jinx,Brand,Lose,40545,46100,0,13,1,0,1,1,100
Jayce,Vex,Viego,Ezreal,Rakan,Win,80047,79298,1,35,5,1,1,6,200
Sion,Ahri,Kindred,Twitch,Renata,Lose,70898,80223,1,29,0,0,1,3,100
Sejuani,Katarina,XinZhao,MissFortune,Rell,Win,35708,33467,0,32,2,1,1,7,200
Rumble,Akshan,Rammus,Ashe,Braum,Lose,29142,31767,0,11,0,0,0,0,100
Teemo,Akshan,Maokai,Ziggs,Ashe,Win,54335,55738,0,30,2,0,0,5,200
KSante,Talon,Neeko,Sivir,Soraka,Lose,49688,54888,0,21,0,0,1,2,100
Irelia,Azir,Kindred,Xayah,Leona,Win,42990,5525,0,31,2,1,2,9,100
Sion,Gragas,Graves,Zeri,Lulu,Lose,29139,33939,0,9,0,0,0,0,200
Sylas,Yone,LeeSin,Aphelios,Morgana,Win,59200,8750,0,41,2,1,1,10,100
Malphite,Vex,Viego,Ezreal,Yuumi,Lose,47995,54570,0,21,1,0,1,2,200
Zeri,Garen,Karthus,Jinx,Gragas,Win,85260,89689,0,42,2,2,1,10,200
Kennen,Yasuo,Maokai,Aphelios,Blitzcrank,Lose,80789,99529,2,49,2,3,1,10,100
Malphite,Katarina,Sylas,Draven,Nautilus,Win,32423,29706,0,22,0,0,0,3,200
KSante,Swain,LeeSin,Varus,Leona,Lose,26481,30056,0,10,1,0,1,0,100
Malphite,Katarina,Sylas,Draven,Hecarim,Win,80387,12950,0,53,0,2,0,4,100
KSante,Swain,LeeSin,Varus,Singed,Lose,76929,88379,0,54,0,1,0,2,200
Quinn,Taliyah,LeeSin,Zeri,Annie,Win,61231,6300,1,25,4,2,2,9,100
Cassiopeia,Lissandra,Graves,Aphelios,Nautilus,Lose,49517,56192,0,11,0,0,0,2,200
Zac,KSante,Khazix,Jinx,Milio,Win,69479,6850,1,26,3,2,1,9,100
Gwen,Galio,Ivern,Twitch,Lulu,Lose,58196,65046,0,16,0,0,1,1,200
KSante,Jayce,Neeko,Twitch,Lulu,Win,76871,8900,1,41,0,2,2,10,100
Yone,Akshan,Gragas,Jinx,Pyke,Lose,75730,87155,0,40,4,0,0,4,200
Gnar,Leblanc,Gragas,Lucian,Nami,Win,64220,61009,1,34,2,2,1,10,200
Warwick,Cassiopeia,Khazix,Ezreal,Zac,Lose,53509,59484,0,15,1,0,1,1,100
Gnar,Leblanc,Gragas,Lucian,Fizz,Win,115762,14450,0,69,0,2,0,4,100
Warwick,Cassiopeia,Khazix,Ezreal,Camille,Lose,103936,119986,0,52,0,0,0,1,200
Gnar,Leblanc,Gragas,Lucian,Gwen,Win,122665,131411,0,63,0,1,0,4,200
Warwick,Cassiopeia,Khazix,Ezreal,Garen,Lose,116311,134261,0,79,0,1,0,3,100
Volibear,Ahri,RekSai,Jinx,Lulu,Win,37333,4475,0,17,2,0,2,3,100
Mordekaiser,Viktor,LeeSin,Ezreal,Karma,Lose,33269,38179,0,5,0,0,0,1,200
Pantheon,Syndra,XinZhao,Ezreal,Karma,Win,64242,68282,0,34,4,1,0,7,200
Gragas,Cassiopeia,Kindred,Draven,Blitzcrank,Lose,61157,68357,1,28,0,0,2,4,100
Gragas,Ahri,JarvanIV,Tristana,Singed,Win,61382,58592,1,29,2,2,2,10,200
Jax,Fizz,LeeSin,MissFortune,Renata,Lose,50392,56242,0,16,1,0,0,0,100
Malphite,Neeko,Zac,Kaisa,Galio,Win,34379,33056,0,16,1,0,1,2,200
Riven,Irelia,Lillia,Jinx,Thresh,Lose,29106,32631,0,10,0,0,0,1,100
Irelia,Yone,Warwick,Jinx,Shaco,Win,83848,11550,2,43,4,2,1,10,100
Rengar,Akshan,Gragas,Jhin,Xerath,Lose,73501,80736,0,37,0,0,1,2,200
Gnar,Sylas,MonkeyKing,Varus,Rakan,Win,58483,6360,1,27,2,1,1,9,100
Kennen,Annie,Khazix,Aphelios,Alistar,Lose,46977,52177,0,15,1,0,1,2,200
Akali,Tristana,LeeSin,Xayah,Galio,Win,78914,78671,2,29,4,2,1,9,200
Fiora,Rumble,Elise,Lucian,Pyke,Lose,70396,78021,0,22,0,1,1,8,100
Gragas,Akshan,Kindred,Ziggs,Nautilus,Win,54417,49241,1,31,2,0,0,4,200
Jax,Zed,Elise,Ezreal,Maokai,Lose,43116,48941,0,20,0,0,2,1,100
Malphite,Ahri,Vi,Jinx,Thresh,Win,44407,45967,0,20,3,0,0,2,200
Jayce,Yasuo,Gragas,Aphelios,Nautilus,Lose,40867,45492,0,12,0,0,2,3,100
Shen,Sylas,JarvanIV,Aphelios,Thresh,Win,57148,51333,1,24,3,1,2,7,200
Chogath,Pantheon,Zac,Draven,Amumu,Lose,45408,49958,0,10,0,0,0,2,100
Sett,Fizz,RekSai,Jinx,Thresh,Win,30422,30050,0,27,2,0,1,4,200
Darius,Viktor,LeeSin,Ezreal,Karma,Lose,25775,29125,0,10,0,0,0,0,100
Garen,Lissandra,LeeSin,Xayah,Rakan,Win,34810,30855,0,25,2,0,1,3,200
Tryndamere,Nunu,Graves,Zeri,Lulu,Lose,26755,31880,0,14,0,0,1,0,100
Ornn,Zed,LeeSin,Varus,Pyke,Win,44462,8975,0,18,3,1,2,7,100
Yone,Irelia,MonkeyKing,Lucian,Nami,Lose,39100,49125,0,19,0,0,0,1,200
Fiora,Ahri,LeeSin,Ashe,Rakan,Win,63303,62960,1,33,2,2,2,10,200
Riven,Cassiopeia,Rammus,Xayah,Senna,Lose,55685,62910,0,19,1,0,0,3,100
Corki,Camille,LeeSin,Ezreal,Brand,Win,95311,11900,1,41,5,2,1,9,100
Jax,Chogath,Kayn,Kaisa,Nautilus,Lose,79730,87330,1,37,0,1,1,5,200
Irelia,Leblanc,Graves,Aphelios,Maokai,Win,43570,5050,0,23,3,1,2,7,100
Gnar,Anivia,Sejuani,Lucian,Rakan,Lose,34366,37866,0,8,0,0,0,0,200
Irelia,Leblanc,Graves,Aphelios,Yone,Win,86756,12300,0,50,0,1,0,4,100
Gnar,Anivia,Sejuani,Lucian,MissFortune,Lose,81259,94509,0,47,0,0,0,0,200
Garen,AurelionSol,Belveth,Jinx,Thresh,Win,51839,46174,1,31,3,2,2,9,200
Jayce,KSante,Nidalee,Ezreal,Karma,Lose,39899,45549,0,13,0,0,0,3,100
Gnar,Qiyana,Ekko,Ezreal,Nautilus,Win,107109,102495,3,42,3,6,2,11,200
Aatrox,Ahri,Karthus,KogMaw,Milio,Lose,91870,100390,0,37,2,0,0,3,100
Jayce,Ryze,Elise,Aphelios,Lux,Win,55008,49467,1,42,1,1,1,8,200
Kled,Swain,Zac,Jinx,Thresh,Lose,41207,47257,0,22,1,0,0,0,100
Gragas,Yone,Khazix,Jhin,Bard,Win,42594,39180,0,21,2,0,1,6,200
Zed,Galio,Elise,Kaisa,Nautilus,Lose,32755,37630,0,10,0,0,1,0,100
Gangplank,KSante,Kindred,Ezreal,Blitzcrank,Win,15043,1950,0,8,0,0,0,0,100
Tryndamere,Ryze,LeeSin,Lucian,Braum,Lose,13232,15507,0,8,0,0,0,0,200
Gangplank,KSante,Kindred,Ezreal,Azir,Win,94127,11550,0,54,0,1,0,4,100
Tryndamere,Ryze,LeeSin,Lucian,Belveth,Lose,84466,95566,0,52,0,0,0,1,200
Aatrox,Irelia,Ekko,Varus,Alistar,Win,67126,7225,1,46,3,1,1,8,100
Mordekaiser,Katarina,Vi,Kaisa,Blitzcrank,Lose,52686,59636,0,27,0,0,1,0,200
Gnar,AurelionSol,Nocturne,Xayah,Thresh,Win,58518,6125,1,25,2,1,2,8,100
Jax,Lissandra,Sejuani,Jhin,Amumu,Lose,48404,55654,0,21,1,0,0,1,200
Gangplank,AurelionSol,Jax,Ashe,Heimerdinger,Win,54986,5650,1,20,0,0,1,5,100
Ornn,Katarina,LeeSin,Xayah,Karma,Lose,47298,53598,0,16,2,0,1,2,200
Gangplank,AurelionSol,Jax,Ashe,Sion,Win,70895,76575,0,37,0,1,0,4,200
Ornn,Katarina,LeeSin,Xayah,Blitzcrank,Lose,65775,71325,0,35,0,0,0,0,100
KSante,Ahri,Khazix,Lucian,Yuumi,Win,75785,74621,2,35,3,1,1,10,200
Gragas,KSante,Viego,Kaisa,Zyra,Lose,60321,70796,0,26,0,0,1,4,100
KSante,Galio,Lillia,Aphelios,Milio,Win,70245,7870,1,32,2,1,2,8,100
Jax,Nautilus,Kayn,Jinx,Thresh,Lose,59879,65739,0,16,2,0,0,0,200
Gwen,Lissandra,Kindred,Aphelios,Milio,Win,73073,72363,2,22,3,2,1,9,200
Sion,Zoe,Graves,Ezreal,Blitzcrank,Lose,64188,70663,0,24,2,0,1,4,100
Jax,Ahri,Belveth,Ezreal,Yuumi,Win,74465,7200,1,34,4,1,1,9,100
Kennen,Yasuo,LeeSin,Lucian,Milio,Lose,64717,71092,1,24,0,0,1,6,200
Gnar,Azir,Graves,Twitch,Blitzcrank,Win,66111,69825,0,28,1,1,1,8,200
Darius,Viktor,LeeSin,Varus,Velkoz,Lose,62650,72275,1,30,3,2,1,6,100
Fiora,Yone,Viego,Lucian,Yuumi,Win,69396,64811,1,35,2,2,0,9,200
Irelia,Leblanc,Shaco,Ashe,Nami,Lose,57536,63686,0,21,1,0,2,5,100
Yone,Gragas,Nidalee,Lucian,Nami,Win,86498,83318,2,36,2,3,0,10,200
Jayce,Irelia,Elise,Xayah,Rakan,Lose,75418,83693,0,33,2,0,2,6,100
Jayce,Azir,Ekko,Zeri,Rakan,Win,58831,50768,1,30,2,2,2,10,200
Malphite,Akshan,Elise,Xayah,Nautilus,Lose,44318,50643,0,16,1,1,0,4,100
Jayce,Azir,Ekko,Zeri,Amumu,Win,78215,78668,0,51,0,1,0,4,200
Malphite,Akshan,Elise,Xayah,Xerath,Lose,69818,80118,0,43,0,0,0,0,100
Jayce,Azir,Ekko,Zeri,JarvanIV,Win,109250,102765,1,55,1,2,0,9,200
Malphite,Akshan,Elise,Xayah,Kayn,Lose,87015,95965,0,18,2,0,0,3,100
KSante,Talon,Karthus,Xayah,Rakan,Win,88554,88358,1,45,3,1,1,7,200
Jax,Zed,Khazix,Kaisa,Nautilus,Lose,80233,89158,1,39,2,0,1,5,100
Cassiopeia,Irelia,Belveth,Zeri,Yuumi,Win,71783,72025,1,33,2,1,1,9,200
Renekton,Mordekaiser,LeeSin,Samira,Blitzcrank,Lose,64075,70900,0,32,2,0,1,3,100
KSante,Qiyana,Gragas,Aphelios,Swain,Win,66504,9200,1,32,2,1,0,8,100
Gnar,Katarina,Elise,Jhin,Pyke,Lose,55606,64131,0,27,1,0,2,4,200
Gnar,TwistedFate,LeeSin,Ezreal,Karma,Win,34223,4400,0,9,2,0,2,4,100
KSante,Syndra,Shaco,Aphelios,Blitzcrank,Lose,28364,30489,0,3,0,0,0,0,200
Renekton,Yone,Nidalee,Kaisa,Blitzcrank,Win,47949,5475,0,22,1,0,2,4,100
Gnar,LeeSin,FiddleSticks,Xayah,Rakan,Lose,40485,45685,0,8,2,0,0,2,200
Rengar,Malphite,Sylas,Varus,Xerath,Win,59009,61620,1,27,1,1,2,8,200
Riven,Ahri,Sejuani,Zeri,Yuumi,Lose,52900,59800,0,25,1,0,0,2,100
Kled,Leblanc,Viego,Draven,Milio,Win,64932,66364,1,35,2,1,1,8,200
